ncbi_gene_id,ensembl_gene_id,hgnc_symbol,gene_name,ucsc_id,alias
4089,ENSG00000141646,SMAD4,SMAD4,uc060pez.2,DPC4
4090,ENSG00000113658,SMAD5,SMAD5,uc032vlw.3,DWFC
4091,ENSG00000137834,SMAD6,SMAD6,uc002aqf.5,AOVD2
4092,ENSG00000101665,SMAD7,SMAD7,uc002ldg.5,CRCS3
4093,ENSG00000120693,SMAD9,SMAD9,uc001uvw.4,MADH6
4094,ENSG00000178573,MAF,MAF,uc059xlc.1,AYGRP
4097,ENSG00000197063,MAFG,MAFG,uc002kcn.5,hMAF
4099,ENSG00000105695,MAG,MAG,uc060xbb.1,GMA
4100,ENSG00000198681,MAGEA1,MAGEA1,uc004fhf.4,CT1.1
4101,ENSG00000183305,MAGEA2B,MAGEA2B,uc010ntm.3,CT1.2
4102,ENSG00000221867,MAGEA3,MAGEA3,uc065bro.1,CT1.3
4103,ENSG00000147381,MAGEA4,MAGEA4,uc065bqh.2,CT1.4
4105,ENSG00000221867,MAGEA3,MAGEA3,uc065bro.1,CT1.6
4107,ENSG00000156009,MAGEA8,MAGEA8,uc004fdw.4,CT1.8
4108,ENSG00000123584,MAGEA9,MAGEA9,uc004fdv.3,CT1.9
4109,ENSG00000124260,MAGEA10,MAGEA10,uc004ffl.5,CT1.10
4110,ENSG00000185247,MAGEA11,MAGEA11,uc065bnw.1,CT1.11
4111,ENSG00000213401,MAGEA12,MAGEA12,uc022chi.3,CT1.12
4112,ENSG00000214107,MAGEB1,MAGEB1,uc004dcc.5,CT3.1
4113,ENSG00000099399,MAGEB2,MAGEB2,uc004dbz.5,CT3.2
4114,ENSG00000198798,MAGEB3,MAGEB3,uc004dca.4,CT3.5
4115,ENSG00000120289,MAGEB4,MAGEB4,uc004dcb.5,CT3.6
4116,ENSG00000162385,MAGOH,MAGOH,uc001cvf.3,MAGOH1
4117,ENSG00000111837,MAK,MAK,uc063lvj.1,RP62
4118,ENSG00000172005,MAL,MAL,uc061lso.1,MVP17
4121,ENSG00000111885,MAN1A1,MAN1A1,uc003pym.4,HUMM3
4122,ENSG00000196547,MAN2A2,MAN2A2,uc059nhe.1,MANA2X
4123,ENSG00000140400,MAN2C1,MAN2C1,uc284nrk.1,CDDG2
4124,ENSG00000112893,MAN2A1,MAN2A1,uc003kou.4,AMan II
4125,ENSG00000104774,MAN2B1,MAN2B1,uc010dyv.2,LAMAN
4126,ENSG00000109323,MANBA,MANBA,uc285wsk.2,MANB1
4128,ENSG00000189221,MAOA,MAOA,uc011mkw.4,BRNRS
4129,ENSG00000069535,MAOB,MAOB,uc004dfz.6,MAOB
4130,ENSG00000166963,MAP1A,MAP1A,uc059ijy.1,MAP1L
4131,ENSG00000131711,MAP1B,MAP1B,uc063ekc.1,DFNA83
4133,ENSG00000078018,MAP2,MAP2,uc289dgn.1,MAP-2
4134,ENSG00000047849,MAP4,MAP4,uc062jfg.1,MAP4
4135,ENSG00000171533,MAP6,MAP6,uc001owu.5,MAP6-N
4137,ENSG00000276155,MAPT,MAPT,,DDPAC
4139,ENSG00000116141,MARK1,MARK1,uc001hmn.7,MARK
4140,ENSG00000075413,MARK3,MARK3,uc288suy.1,CTAK1
4141,ENSG00000166986,MARS1,MARS1,uc058pwa.1,CMT2U
4142,ENSG00000130368,MAS1,MAS1,uc288mvt.1,MAS
4143,ENSG00000151224,MAT1A,MAT1A,uc057une.1,MAT
4144,ENSG00000168906,MAT2A,MAT2A,uc061lhb.1,MATA2
4145,ENSG00000007264,MATK,MATK,uc002lyu.4,CHK
4146,ENSG00000162510,MATN1,MATN1,uc001brz.5,CMP
4147,ENSG00000132561,MATN2,MATN2,uc003yid.4,MATN2
4148,ENSG00000132031,MATN3,MATN3,uc002rdl.5,DIPOA
4149,ENSG00000125952,MAX,MAX,uc001xic.3,PDMCS
4150,ENSG00000103495,MAZ,MAZ,uc010vdx.4,PUR1
4151,ENSG00000198125,MB,MB,uc062dre.1,MYOSB
4152,ENSG00000141644,MBD1,MBD1,uc002leg.4,CXXC3
4153,ENSG00000165471,MBL2,MBL2,uc001jjt.3,COLEC1
4154,ENSG00000152601,MBNL1,MBNL1,uc062pcj.1,EXP
4155,ENSG00000197971,MBP,MBP,uc002lml.4,MBP
4157,ENSG00000258839,MC1R,MC1R,uc010ciy.2,CMM5
4158,ENSG00000185231,MC2R,MC2R,uc002ksp.3,ACTHR
4159,ENSG00000124089,MC3R,MC3R,uc002xxb.2,BMIQ9
4160,ENSG00000166603,MC4R,MC4R,uc002lie.3,BMIQ20
4161,ENSG00000176136,MC5R,MC5R,uc060nrp.2,MC2
4162,ENSG00000076706,MCAM,MCAM,uc001pwf.5,CD146
4163,ENSG00000171444,MCC,MCC,uc003kqj.6,MCC1
4166,ENSG00000183196,CHST6,CHST6,uc002fef.5,C-GlcNAc6ST
4168,ENSG00000101977,MCF2,MCF2,uc004fau.5,ARHGEF21
4170,ENSG00000143384,MCL1,MCL1,uc031uyh.1,BCL2L3
4171,ENSG00000073111,MCM2,MCM2,uc062nma.1,BM28
4172,ENSG00000112118,MCM3,MCM3,uc063ozz.2,HCC5
4173,ENSG00000104738,MCM4,MCM4,uc064mqm.1,CDC21
4174,ENSG00000100297,MCM5,MCM5,uc062dqw.1,CDC46
4175,ENSG00000076003,MCM6,MCM6,uc002tuw.6,MCG40308
4176,ENSG00000166508,MCM7,MCM7,uc317bdn.1,CDC47
4179,ENSG00000117335,CD46,CD46,uc315xsz.1,AHUS2
4184,ENSG00000163206,SMCP,SMCP,uc001fat.5,HSMCSGEN1
4185,ENSG00000073670,ADAM11,ADAM11,uc002ihh.5,MDC
4188,ENSG00000112559,MDFI,MDFI,uc063oko.1,I-MF
4189,ENSG00000128590,DNAJB9,DNAJB9,uc003vfn.5,ERdj4
4190,ENSG00000014641,MDH1,MDH1,uc061jrf.1,DEE88
4191,ENSG00000146701,MDH2,MDH2,uc064eor.1,DEE51
4192,ENSG00000110492,MDK,MDK,uc031qav.2,ARAP
4193,ENSG00000135679,MDM2,MDM2,uc001sui.8,ACTFS
4194,ENSG00000198625,MDM4,MDM4,uc021phx.2,BMFS6
4199,ENSG00000065833,ME1,ME1,uc003pjy.5,HUMNDME
4200,ENSG00000082212,ME2,ME2,uc285pba.1,ODS1
4201,ENSG00000124733,MEA1,MEA1,uc285ynq.1,HYS
4204,ENSG00000169057,MECP2,MECP2,uc004fjv.4,AUTSX3
4205,ENSG00000068305,MEF2A,MEF2A,uc059nul.1,ADCAD1
4207,ENSG00000213999,MEF2B,MEF2B,uc002nll.4,LOC729991-MEF2B
4208,ENSG00000081189,MEF2C,MEF2C,uc003kjj.5,C5DELq14.3
4209,ENSG00000291761,MEF2D,MEF2D,,MEF2D
4210,ENSG00000103313,MEFV,MEFV,uc002cun.2,FMF
4211,ENSG00000143995,MEIS1,MEIS1,uc061jwc.1,MEIS1
4212,ENSG00000134138,MEIS2,MEIS2,uc001zjr.6,CPCMR
4214,ENSG00000095015,MAP3K1,MAP3K1,uc003jqw.6,MAPKKK1
4215,ENSG00000198909,MAP3K3,MAP3K3,uc002jbe.4,MAPKKK3
4216,ENSG00000085511,MAP3K4,MAP3K4,uc003qto.4,MAPKKK4
4217,ENSG00000197442,MAP3K5,MAP3K5,uc003qhc.5,ASK1
4218,ENSG00000167461,RAB8A,RAB8A,uc002ndn.6,MEL
4221,ENSG00000133895,MEN1,MEN1,uc058dai.1,MEAI
4222,ENSG00000005102,MEOX1,MEOX1,uc002idz.5,KFS2
4223,ENSG00000106511,MEOX2,MEOX2,uc003stc.5,GAX
4224,ENSG00000112818,MEP1A,MEP1A,uc010jzh.3,PPHA
4225,ENSG00000141434,MEP1B,MEP1B,uc060ohk.1,MEP1B
4232,ENSG00000106484,MEST,MEST,uc003vqc.4,PEG1
4233,ENSG00000105976,MET,MET,uc064hhm.2,AUTS9
4234,ENSG00000037897,METTL1,METTL1,uc010ssd.4,C12orf1
4236,ENSG00000140259,MFAP1,MFAP1,uc001zth.3,AMP
4237,ENSG00000117122,MFAP2,MFAP2,uc057csz.1,MAGP
4238,ENSG00000037749,MFAP3,MFAP3,uc011ddb.2,MFAP3
4239,ENSG00000166482,MFAP4,MFAP4,uc060cla.1,MFAP4
4240,ENSG00000140545,MFGE8,MFGE8,uc002bng.6,BA46
4241,ENSG00000163975,MELTF,MELTF,uc062sdf.2,CD228
4242,ENSG00000100060,MFNG,MFNG,uc003ass.4,MFNG
4245,ENSG00000131446,MGAT1,MGAT1,uc003mmi.5,GLCNAC-TI
4246,ENSG00000124939,SCGB2A1,SCGB2A1,uc001nta.3,LPHC
4247,ENSG00000168282,MGAT2,MGAT2,uc001wwr.5,CDG2A
4248,ENSG00000128268,MGAT3,MGAT3,uc003axv.7,GNT-III
4249,ENSG00000152127,MGAT5,MGAT5,uc061nyf.1,GNT-V
4250,ENSG00000110484,SCGB2A2,SCGB2A2,uc058chc.1,MGB1
4253,ENSG00000150527,MIA2,MIA2,uc059baq.1,CTAGE5
4254,ENSG00000049130,KITLG,KITLG,uc058rog.1,DCUA
4255,ENSG00000170430,MGMT,MGMT,uc057wvj.1,MGMT
4256,ENSG00000111341,MGP,MGP,uc001rcn.4,GIG36
4257,ENSG00000008394,MGST1,MGST1,uc058lpk.1,GST12
4258,ENSG00000085871,MGST2,MGST2,uc021xsf.1,GST2
4259,ENSG00000143198,MGST3,MGST3,uc057myi.1,GST-3
4261,ENSG00000179583,CIITA,CIITA,uc285myk.1,C2TA
4267,ENSG00000292348,CD99,CD99,uc317bpv.1,HBA71
4277,ENSG00000204516,MICB,MICB,uc011dnm.3,PERB11.2
4281,ENSG00000101871,MID1,MID1,uc004ctk.4,BBBG1
4282,ENSG00000240972,MIF,MIF,uc002zyr.3,GIF
4283,ENSG00000138755,CXCL9,CXCL9,uc003hjh.3,CMK
4284,ENSG00000135517,MIP,MIP,uc287iqd.1,AQP0
4285,ENSG00000027001,MIPEP,MIPEP,uc058vxd.1,COXPD31
4286,ENSG00000187098,MITF,MITF,uc315nfy.1,CMM8
4287,ENSG00000066427,ATXN3,ATXN3,uc001yaa.5,AT3
4288,ENSG00000148773,MKI67,MKI67,uc001lkf.4,KIA
4289,ENSG00000128585,MKLN1,MKLN1,uc064ibt.1,TWA2
4291,ENSG00000178053,MLF1,MLF1,uc062pjx.2,MLF1
4292,ENSG00000076242,MLH1,MLH1,uc288mgp.2,COCA2
4293,ENSG00000006432,MAP3K9,MAP3K9,uc001xmm.5,MEKK9
4294,ENSG00000130758,MAP3K10,MAP3K10,uc002ona.4,MEKK10
4295,ENSG00000096395,MLN,MLN,uc003off.3,MLN
4296,ENSG00000173327,MAP3K11,MAP3K11,uc001oev.4,MEKK11
4297,ENSG00000118058,KMT2A,KMT2A,uc058hye.3,ALL-1
4298,ENSG00000130382,MLLT1,MLLT1,uc002mek.5,ENL
4299,ENSG00000172493,AFF1,AFF1,uc011ccx.3,AF4
4300,ENSG00000171843,MLLT3,MLLT3,uc003zoe.4,AF9
4301,ENSG00000130396,AFDN,AFDN,uc063sya.3,AF6
4302,ENSG00000275851,MLLT6,MLLT6,,AF17
4303,ENSG00000184481,FOXO4,FOXO4,uc004dys.4,AFX
4306,ENSG00000151623,NR3C2,NR3C2,uc063acs.1,MCR
4308,ENSG00000274965,TRPM1,TRPM1,,CSNB1C
4311,ENSG00000196549,MME,MME,uc010hvr.2,CALLA
4312,ENSG00000196611,MMP1,MMP1,uc289cpu.1,CLG
4313,ENSG00000087245,MMP2,MMP2,uc059uht.1,CLG4
4314,ENSG00000149968,MMP3,MMP3,uc001phj.3,CHDS6
4316,ENSG00000137673,MMP7,MMP7,uc001phb.5,MMP-7
4317,ENSG00000118113,MMP8,MMP8,uc001phe.3,CLG1
4318,ENSG00000100985,MMP9,MMP9,uc002xqz.3,CLG4B
4319,ENSG00000166670,MMP10,MMP10,uc001phg.4,SL-2
4320,ENSG00000099953,MMP11,MMP11,uc062cgj.1,SL-3
4321,ENSG00000262406,MMP12,MMP12,uc031yde.3,HME
4322,ENSG00000137745,MMP13,MMP13,uc001phl.5,CLG3
4323,ENSG00000157227,MMP14,MMP14,uc058zjt.1,MMP-14
4324,ENSG00000102996,MMP15,MMP15,uc002ena.5,MMP-15
4325,ENSG00000156103,MMP16,MMP16,uc003yeb.6,C8orf57
4326,ENSG00000198598,MMP17,MMP17,uc058vha.2,MMP-17
4327,ENSG00000123342,MMP19,MMP19,uc001sib.6,CODA
4329,ENSG00000119711,ALDH6A1,ALDH6A1,uc001xpo.6,MMSADHA
4330,ENSG00000169184,MN1,MN1,uc003adj.4,CEBALID
4331,ENSG00000020426,MNAT1,MNAT1,uc059ceb.1,CAP35
4332,ENSG00000163563,MNDA,MNDA,uc057mfy.1,PYHIN3
4335,ENSG00000070444,MNT,MNT,uc002fur.5,MAD6
4336,ENSG00000168314,MOBP,MOBP,uc062ikf.1,MOBP
4337,ENSG00000124615,MOCS1,MOCS1,uc063oio.1,MIG11
4338,ENSG00000164172,MOCS2,MOCS2,uc063dni.1,MCBPE
4340,ENSG00000204655,MOG,MOG,uc063mnw.1,BTN6
4342,ENSG00000172680,MOS,MOS,uc011leb.2,MSV
4343,ENSG00000155363,MOV10,MOV10,uc057jlh.1,fSAP113
4345,ENSG00000091972,CD200,CD200,,MOX1
4350,ENSG00000103152,MPG,MPG,uc059ogg.1,AAG
4351,ENSG00000178802,MPI,MPI,uc059lmw.1,CDG1B
4352,ENSG00000117400,MPL,MPL,uc001ciw.6,C-MPL
4353,ENSG00000005381,MPO,MPO,uc002ivu.2,MPO
4354,ENSG00000130830,MPP1,MPP1,uc004fmp.4,AAG12
4355,ENSG00000108852,MPP2,MPP2,uc002ien.2,DLG2
4356,ENSG00000161647,MPP3,MPP3,uc002ieh.3,DLG3
4357,ENSG00000128309,MPST,MPST,uc003aql.5,MST
4358,ENSG00000115204,MPV17,MPV17,uc061hmq.1,CMT2EE
4359,ENSG00000158887,MPZ,MPZ,uc057mro.1,CHM
4360,ENSG00000260314,MRC1,MRC1,uc031ptj.3,CD206
4361,ENSG00000020922,MRE11,MRE11,uc001peu.5,ATLD
4363,ENSG00000278183,ABCC1,ABCC1,,ABC29
4430,ENSG00000128641,MYO1B,MYO1B,uc061qtt.1,MMI-alpha
4435,ENSG00000125931,CITED1,CITED1,uc064zwx.1,MSG1
4436,ENSG00000095002,MSH2,MSH2,uc010yoh.4,COCA1
4437,ENSG00000113318,MSH3,MSH3,uc288jdg.1,DUP
4438,ENSG00000057468,MSH4,MSH4,uc001dhd.4,ASG
4439,ENSG00000204410,MSH5,MSH5,uc287jfu.1,G7
4440,ENSG00000135097,MSI1,MSI1,uc001tye.3,MSI1
4477,ENSG00000263639,MSMB,MSMB,uc001jir.5,HPC13
4478,ENSG00000147065,MSN,MSN,uc064zqh.1,HEL70
4481,ENSG00000038945,MSR1,MSR1,uc003wwz.5,CD204
4482,ENSG00000285250,MSRA,MSRA,,PMSR
4485,ENSG00000173531,MST1,MST1,uc062jvs.1,D3F15S2
4486,ENSG00000164078,MST1R,MST1R,uc062jyt.1,CD136
4487,ENSG00000163132,MSX1,MSX1,uc003gif.5,ECTD3
4488,ENSG00000120149,MSX2,MSX2,uc003mcy.5,CRS2
4489,ENSG00000205362,MT1A,MT1A,uc002ejq.5,MT-1A
4490,ENSG00000169688,MT1B,MT1B,uc002ejs.4,MT-1B
4493,ENSG00000169715,MT1E,MT1E,uc002ejl.5,MT-1E
4494,ENSG00000198417,MT1F,MT1F,uc059umk.1,MT1
4495,ENSG00000125144,MT1G,MT1G,uc002ejv.3,MT1
4496,ENSG00000205358,MT1H,MT1H,uc002ejw.4,MT-0
4498,ENSG00000290662,MT1JP,MT1JP,uc286mxu.1,MT1
4499,ENSG00000205364,MT1M,MT1M,uc002ejn.5,MT-1M
4501,ENSG00000187193,MT1X,MT1X,uc059umr.1,MT-1l
4502,ENSG00000125148,MT2A,MT2A,uc059uma.1,MT-2
4504,ENSG00000087250,MT3,MT3,uc059ulw.1,GIF
4507,ENSG00000099810,MTAP,MTAP,uc286bup.2,BDMF
4508,ENSG00000198899,MT-ATP6,MT-ATP6,,ATPase6
4509,ENSG00000228253,MT-ATP8,MT-ATP8,,ATPase8
4512,ENSG00000198804,MT-CO1,MT-CO1,,COI
4513,ENSG00000198712,MT-CO2,MT-CO2,,COII
4514,ENSG00000198938,MT-CO3,MT-CO3,,COIII
4515,ENSG00000214827,MTCP1,MTCP1,uc004fmz.4,P13MTCP1
4519,ENSG00000198727,MT-CYB,MT-CYB,,MTCYB
4520,ENSG00000188786,MTF1,MTF1,uc001cce.2,MTF-1
4521,ENSG00000106268,NUDT1,NUDT1,uc003slr.2,MTH1
4522,ENSG00000100714,MTHFD1,MTHFD1,uc010aqf.5,CIMAH
4524,ENSG00000177000,MTHFR,MTHFR,uc057chn.2,MTHFR
4528,ENSG00000085760,MTIF2,MTIF2,uc002ryo.4,MTIF2
4534,ENSG00000171100,MTM1,MTM1,uc315lcm.1,CNM
4535,ENSG00000198888,MT-ND1,MT-ND1,,MTND1
4536,ENSG00000198763,MT-ND2,MT-ND2,,MTND2
4537,ENSG00000198840,MT-ND3,MT-ND3,,MTND3
4538,ENSG00000198886,MT-ND4,MT-ND4,,MTND4
4539,ENSG00000212907,MT-ND4L,MT-ND4L,,MTND4L
4540,ENSG00000198786,MT-ND5,MT-ND5,,MTND5
4541,ENSG00000198695,MT-ND6,MT-ND6,,MTND6
4542,ENSG00000142347,MYO1F,MYO1F,uc285pht.2,MYO1F
4543,ENSG00000168412,MTNR1A,MTNR1A,uc316ifd.1,MEL-1A-R
4544,ENSG00000134640,MTNR1B,MTNR1B,uc001pdk.3,FGQTL2
4547,ENSG00000138823,MTTP,MTTP,uc003hvc.6,ABL
4548,ENSG00000116984,MTR,MTR,uc289awe.1,HMAG
4552,ENSG00000124275,MTRR,MTRR,uc063ceb.1,MSR
4580,ENSG00000173171,MTX1,MTX1,uc001fjb.5,MTX
4582,ENSG00000185499,MUC1,MUC1,uc057lmr.1,ADMCKD
4583,ENSG00000293532,MUC2,MUC2,,MLP
4584,ENSG00000169894,MUC3A,MUC3A,uc033aad.3,MUC-3A
4585,ENSG00000277585,MUC4,MUC4,,ASGP
4586,ENSG00000291363,MUC5AC,MUC5AC,,MUC5
4588,ENSG00000277518,MUC6,MUC6,,MUC-6
4589,ENSG00000171195,MUC7,MUC7,uc062xcu.1,MG2
4591,ENSG00000108395,TRIM37,TRIM37,uc060iar.1,MUL
4593,ENSG00000030304,MUSK,MUSK,uc064vaj.2,CMS9
4594,ENSG00000146085,MMUT,MMUT,uc003ozg.6,MCM
4595,ENSG00000132781,MUTYH,MUTYH,uc057fyg.1,MYH
4597,ENSG00000167508,MVD,MVD,uc002flf.2,FP17780
4598,ENSG00000110921,MVK,MVK,uc058szr.1,LRBP
4599,ENSG00000157601,MX1,MX1,uc289abi.1,IFI-78K
4600,ENSG00000183486,MX2,MX2,uc062ahj.1,MXB
4601,ENSG00000119950,MXI1,MXI1,uc001kyy.3,MAD2
4602,ENSG00000118513,MYB,MYB,uc003qfh.5,Cmyb
4603,ENSG00000185697,MYBL1,MYBL1,uc003xwj.5,A-MYB
4604,ENSG00000196091,MYBPC1,MYBPC1,uc058shc.1,CMYO16
4605,ENSG00000101057,MYBL2,MYBL2,uc010zwj.3,B-MYB
4606,ENSG00000086967,MYBPC2,MYBPC2,uc002psf.4,MYBPC
4607,ENSG00000134571,MYBPC3,MYBPC3,uc058beb.1,CMD1MM
4608,ENSG00000133055,MYBPH,MYBPH,uc001gzh.3,MYBPH
4609,ENSG00000136997,MYC,MYC,uc022bbe.2,MRTL
4610,ENSG00000116990,MYCL,MYCL,uc001ces.4,L-Myc
4613,ENSG00000134323,MYCN,MYCN,uc002rci.5,FGLDS1
4615,ENSG00000172936,MYD88,MYD88,uc011ayl.5,IMD68
4616,ENSG00000099860,GADD45B,GADD45B,uc060rla.1,GADD45BETA
4617,ENSG00000111049,MYF5,MYF5,uc001szg.4,EORVA
4618,ENSG00000111046,MYF6,MYF6,uc001szf.4,CNM3
4619,ENSG00000109061,MYH1,MYH1,uc002gmo.5,HEL71
4620,ENSG00000125414,MYH2,MYH2,uc060bfv.1,CMYO6
4621,ENSG00000109063,MYH3,MYH3,uc060bgc.1,CPSFS1A
4622,ENSG00000264424,MYH4,MYH4,uc002gmn.4,MYH2B
4624,ENSG00000197616,MYH6,MYH6,uc287hjo.1,ASD3
4625,ENSG00000092054,MYH7,MYH7,uc001wjx.5,CMD1S
4626,ENSG00000133020,MYH8,MYH8,uc002gmm.3,DA7
4627,ENSG00000100345,MYH9,MYH9,uc003apg.6,BDPLT6
4628,ENSG00000133026,MYH10,MYH10,uc010cnx.5,NMMHC-IIB
4629,ENSG00000276480,MYH11,MYH11,,AAT4
4632,ENSG00000168530,MYL1,MYL1,uc002veb.4,CMYO14
4633,ENSG00000111245,MYL2,MYL2,uc001try.7,CMH10
4634,ENSG00000160808,MYL3,MYL3,uc287kid.1,CMH8
4635,ENSG00000198336,MYL4,MYL4,uc060gnf.1,ALC1
4636,ENSG00000215375,MYL5,MYL5,uc062ufb.1,MYLC2
4637,ENSG00000092841,MYL6,MYL6,uc058pis.1,ESMLC
4638,ENSG00000065534,MYLK,MYLK,uc315lgd.1,AAT7
4640,ENSG00000166866,MYO1A,MYO1A,uc009zpd.4,BBMI
4641,ENSG00000197879,MYO1C,MYO1C,uc285nue.1,MMI-beta
4642,ENSG00000176658,MYO1D,MYO1D,uc002hho.3,PPP1R108
4643,ENSG00000157483,MYO1E,MYO1E,uc002aga.6,FSGS6
4644,ENSG00000197535,MYO5A,MYO5A,uc002aby.5,GS1
4645,ENSG00000167306,MYO5B,MYO5B,uc002leb.4,DIAR2
4646,ENSG00000196586,MYO6,MYO6,uc287yxn.1,DFNA22
4647,ENSG00000137474,MYO7A,MYO7A,uc001oyb.5,DFNA11
4648,ENSG00000169994,MYO7B,MYO7B,uc061nqe.3,MYO7B
4649,ENSG00000066933,MYO9A,MYO9A,uc002atl.7,CMS24
4650,ENSG00000099331,MYO9B,MYO9B,uc002nfi.3,CELIAC4
4651,ENSG00000145555,MYO10,MYO10,uc003jft.6,MyoX
4653,ENSG00000034971,MYOC,MYOC,uc285hed.1,GLC1A
4654,ENSG00000129152,MYOD1,MYOD1,uc001mni.5,CMYO17
4656,ENSG00000122180,MYOG,MYOG,uc001gzd.6,MYF4
4659,ENSG00000058272,PPP1R12A,PPP1R12A,uc001syz.5,GUBS
4660,ENSG00000077157,PPP1R12B,PPP1R12B,uc001gya.4,MYPT2
4661,ENSG00000196132,MYT1,MYT1,uc285tag.2,C20orf36
4664,ENSG00000138386,NAB1,NAB1,uc061qsb.1,NAB1
4665,ENSG00000166886,NAB2,NAB2,uc058pse.1,MADER
4666,ENSG00000196531,NACA,NACA,uc288sqp.1,HSD48
4668,ENSG00000198951,NAGA,NAGA,uc003bbw.6,D22S674
4669,ENSG00000108784,NAGLU,NAGLU,uc002hzv.5,CMT2V
4670,ENSG00000099783,HNRNPM,HNRNPM,uc010dwd.4,CEAR
4671,ENSG00000276068,NAIP,NAIP,,BIRC1
4673,ENSG00000187109,NAP1L1,NAP1L1,uc001sxx.4,NAP1
4674,ENSG00000186462,NAP1L2,NAP1L2,uc004ebi.5,BPX
4675,ENSG00000186310,NAP1L3,NAP1L3,uc004efq.5,MB20
4676,ENSG00000273562,NAP1L4,NAP1L4,,NAP1L4b
4677,ENSG00000134440,NARS1,NARS1,uc002lgs.5,ASNRS
4678,ENSG00000132780,NASP,NASP,uc057gaj.1,FLB7527
4680,ENSG00000086548,CEACAM6,CEACAM6,uc060zcn.1,CD66c
4681,ENSG00000158747,NBL1,NBL1,uc009vpl.3,D1S1733E
4682,ENSG00000103274,NUBP1,NUBP1,uc059qsv.1,CIAO5
4683,ENSG00000104320,NBN,NBN,uc315zwi.1,AT-V1
4684,ENSG00000149294,NCAM1,NCAM1,uc058hjr.1,CD56
4685,ENSG00000154654,NCAM2,NCAM2,uc002yld.4,NCAM21
4686,ENSG00000136937,NCBP1,NCBP1,uc004axq.5,CBP80
4688,ENSG00000116701,NCF2,NCF2,uc315zxt.1,NCF-2
4689,ENSG00000100365,NCF4,NCF4,uc062dvi.1,CGD3
4690,ENSG00000158092,NCK1,NCK1,uc003erh.3,NCK
4691,ENSG00000115053,NCL,NCL,uc002vru.5,C23
4692,ENSG00000288364,NDN,NDN,,HsT16328
4693,ENSG00000124479,NDP,NDP,uc286cyg.1,EVR2
4694,ENSG00000125356,NDUFA1,NDUFA1,uc004esc.6,CI-MWFE
4695,ENSG00000131495,NDUFA2,NDUFA2,uc063hwq.1,B8
4696,ENSG00000278365,NDUFA3,NDUFA3,,B9
4697,ENSG00000189043,NDUFA4,NDUFA4,uc003srx.4,CI-9k
4698,ENSG00000128609,NDUFA5,NDUFA5,uc033afk.2,B13
4700,ENSG00000272765,NDUFA6,NDUFA6,,B14
4701,ENSG00000267855,NDUFA7,NDUFA7,uc060sty.1,B14.5a
4702,ENSG00000119421,NDUFA8,NDUFA8,uc004blv.5,CI-19KD
4703,ENSG00000183091,NEB,NEB,uc061opi.1,AMC6
4704,ENSG00000139180,NDUFA9,NDUFA9,uc058kac.1,CC6
4705,ENSG00000130414,NDUFA10,NDUFA10,uc061ugk.1,CI-42KD
4706,ENSG00000004779,NDUFAB1,NDUFAB1,uc059scy.1,ACP
4707,ENSG00000183648,NDUFB1,NDUFB1,uc059emo.1,CI-MNLL
4708,ENSG00000090266,NDUFB2,NDUFB2,uc064ipe.1,AGGG
4709,ENSG00000119013,NDUFB3,NDUFB3,uc061rhu.2,B12
4710,ENSG00000065518,NDUFB4,NDUFB4,uc003edt.4,B15
4711,ENSG00000136521,NDUFB5,NDUFB5,uc062qfp.1,CISGDH
4712,ENSG00000165264,NDUFB6,NDUFB6,uc003zre.4,B17
4713,ENSG00000099795,NDUFB7,NDUFB7,uc060uqd.1,B18
4714,ENSG00000166136,NDUFB8,NDUFB8,uc001kri.4,ASHI
4715,ENSG00000147684,NDUFB9,NDUFB9,uc064qar.2,B22
4716,ENSG00000291930,NDUFB10,NDUFB10,,MC1DN35
4717,ENSG00000109390,NDUFC1,NDUFC1,uc062zry.1,KFYI
4718,ENSG00000151366,NDUFC2,NDUFC2,uc009yuw.5,B14.5b
4719,ENSG00000283447,NDUFS1,NDUFS1,,CI-75Kd
4720,ENSG00000158864,NDUFS2,NDUFS2,uc057mpx.1,CI-49
4722,ENSG00000213619,NDUFS3,NDUFS3,uc058bfy.1,CI-30
4723,ENSG00000167792,NDUFV1,NDUFV1,uc285jfy.1,CI-51K
4724,ENSG00000164258,NDUFS4,NDUFS4,uc063dnu.1,AQDQ
4725,ENSG00000168653,NDUFS5,NDUFS5,uc001ccy.4,CI-15k
4726,ENSG00000145494,NDUFS6,NDUFS6,uc003jcy.6,CI-13kA
4728,ENSG00000110717,NDUFS8,NDUFS8,uc010rpz.3,CI-23k
4729,ENSG00000178127,NDUFV2,NDUFV2,uc060nfa.1,CI-24k
4731,ENSG00000160194,NDUFV3,NDUFV3,uc062amk.1,CI-10k
4733,ENSG00000185721,DRG1,DRG1,uc003aku.5,NEDD3
4734,ENSG00000069869,NEDD4,NEDD4,uc059jmx.1,NEDD4-1
4735,ENSG00000168385,SEPTIN2,SEPTIN2,uc002wbd.5,DIFF6
4736,ENSG00000198755,RPL10A,RPL10A,uc003okp.3,CSA19
4738,ENSG00000285246,NEDD8,NEDD8,,NEDD-8
4739,ENSG00000111859,NEDD9,NEDD9,uc003mzv.3,CAS-L
4741,ENSG00000104722,NEFM,NEFM,uc003xed.6,NEF3
4744,ENSG00000100285,NEFH,NEFH,uc003afo.5,CMT2CC
